"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets Received","Likes Received","Tweet Location","Tweet Language","User Id",Name,Username,"User Bio","Verified or Non-Verified","Profile URL","User Followers","User Following","User Account Creation Date"
"""1372348302813986818""",https://twitter.com/KBroHappyApp/status/1372348302813986818,"18-Mar-2021 00:45:07","""#pizza #beyou #youcandoit #kbrocares https://t.co/nZ8nI1gIxE""",Tweet,"""Hootsuite Inc.""",0,0,"Menlo Park, CA",Undefined,"""780534396163981312""",K'Bro,KBroHappyApp,"""K’Bro is a free app that helps kids self-regulate their emotions and navigate tough times. A parent subscription bridges the parent/child communication gap.""",Non-Verified,https://twitter.com/KBroHappyApp,283,555,"26-Sep-2016 22:27:56"
"""1372348218944724994""",https://twitter.com/horadocupom/status/1372348218944724994,"18-Mar-2021 00:44:47","""Baixe o aplicativo Rappi no seu celular;
Menu, Cupons;
Insira o código s7d3104826;
Pedido com 45$ de desconto;
Válido para usuário novo;
Aproveite essa.
#Rappi 
#BBBB21
#Pizza
#Hamburguer
#Japonesa 
#Cupom 
#Economia
#AppRappi
#desconto""",Tweet,"""Twitter for Android""",0,0,"Brasil ",Portuguese,"""1250563600411955200""",horadocupom,horadocupom,"""TWITTER PARA FACILITAR A SUA VIDA
CUPOM: COMIDA, COMBUSTÍVEL, VALE COMPRAS (LINK PARA DIVULGAÇÕES)""",Non-Verified,https://twitter.com/horadocupom,0,0,"15-Apr-2020 23:16:18"
"""1372347684309323787""",https://twitter.com/RothmanSandy/status/1372347684309323787,"18-Mar-2021 00:42:39","""@nft_papi WHAT???!!! Obvi i NEED!!! @rarepizzas  Team uniform?! Only acceptable answer is #yaaaasss #cryptoart #Crypto #artwork #pizza fir everyone!! 🍕🏴‍☠️🌈💙💙💙💙💙 https://t.co/Ti076KUuTM""",Tweet,"""Twitter for iPhone""",0,1,,English,"""837656060""","sandy rothman",RothmanSandy,"""Um yeah, I did think about that. Thanks though. 🍕""",Non-Verified,https://twitter.com/RothmanSandy,307,646,"21-Sep-2012 12:12:02"
"""1372347285368156160""",https://twitter.com/PACOMerRico1/status/1372347285368156160,"18-Mar-2021 00:41:04","""Descubriendo nuevas formas milenarias de hacer la mejor pizza 🍕🤤

#Apple #Food #Foodies #comida #pizza #puzzalover #emprendimiento #women #innovacion https://t.co/9VlULOr7vL""",Tweet,"""Twitter for Android""",0,0,"Villanueva, Colombia",Spanish,"""1280281034416959488""","PACO Mer Rico Villanueva",PACOMerRico1,"""Cocina virtual. Menú alternativo. Empaques ecológicos ♻️ Vive con nosotros una experiencia gastronómica y musical. 
Villanueva, La Guajira.""",Non-Verified,https://twitter.com/PACOMerRico1,19,5,"06-Jul-2020 23:22:49"
"""1372346041568276481""",https://twitter.com/pizzagoyf/status/1372346041568276481,"18-Mar-2021 00:36:07","""Thanks so much to @TheNerdySteve @theswangordon @SaltyMike_BMTG sugafaery @HowlingMines for the raids! Go send them some cheesy love! Super fun stream was great to be back hanging with the pizza crew! #cheese #pizza #MTG #TwitchStreamers #twitchaffiliate""",Tweet,"""Twitter Web App""",1,4,"Wichita, KS",English,"""1329585484738203649""","Efrain Ramirez",pizzagoyf,"""Pizza man, Magic the Gathering streamer, super chill. https://t.co/V05ypoI6Ce https://t.co/LGgBZ9weOy""",Non-Verified,https://twitter.com/pizzagoyf,96,212,"20-Nov-2020 00:41:08"
"""1372344664137797634""",https://twitter.com/realtimwilliams/status/1372344664137797634,"18-Mar-2021 00:30:39","""When your family in Washington wants @ginoseast deep dish pizza... you drive from #Pittsburgh to West Virginia and buy the grocery store out. #chicago #deepdish #chicagodeepdishpizza #chicagodeepdish #pizza #deepdishpizza https://t.co/9Z4YqapnrC""",Tweet,"""Twitter for iPhone""",0,6,"Pittsburgh, PA",English,"""15959545""","Tim Williams",realtimwilliams,"""EMMY/AP Award Winning Director of Digital @KDKA ViacomCBS | past @CBSLA | @Fox12Oregon | @NBCSanDiego | @CentralWashU Alum NW➡️#BurghVerified. Tweets are my own""",Verified,https://twitter.com/realtimwilliams,12966,4037,"23-Aug-2008 18:22:24"
"""1372344657397489664""",https://twitter.com/BeerAndPizzaDay/status/1372344657397489664,"18-Mar-2021 00:30:37","""RT @eVisitorGuide: The place for #pizza and calzones in #StLouis is @PWPizza!  Fresh ingredients &amp; plenty of options including #vegetarian,…""",ReTweet,"""Beer and Pizza - Rewteet""",1,0,"Right here, baby.",English,"""4923786180""","Beer and Pizza Day!",BeerAndPizzaDay,"""Celebrated every October 9th, International Beer and Pizza Day pays homage to one of the most iconic food and drink combinations on the planet Earth.""",Non-Verified,https://twitter.com/BeerAndPizzaDay,4328,681,"18-Feb-2016 04:23:20"
"""1372344509682487297""",https://twitter.com/BeerAndPizzaDay/status/1372344509682487297,"18-Mar-2021 00:30:02","""RT @party_on_cheers: Join 7 people right now at ""19 Hazy IPA Recipes You Can Brew at Home"" #cheers #beer #pizza #games #food #homebrewersas…""",ReTweet,"""Beer and Pizza - Rewteet""",1,0,"Right here, baby.",English,"""4923786180""","Beer and Pizza Day!",BeerAndPizzaDay,"""Celebrated every October 9th, International Beer and Pizza Day pays homage to one of the most iconic food and drink combinations on the planet Earth.""",Non-Verified,https://twitter.com/BeerAndPizzaDay,4328,681,"18-Feb-2016 04:23:20"
"""1372343883074396160""",https://twitter.com/party_on_cheers/status/1372343883074396160,"18-Mar-2021 00:27:33","""Join 7 people right now at ""19 Hazy IPA Recipes You Can Brew at Home"" #cheers #beer #pizza #games #food #homebrewersassociation #collection #homebrew #recipes #home #brew #hazy https://t.co/8qNfqTr5cb https://t.co/nyfgXsg62N""",Tweet,"""dlvr.it""",1,0,"Wherever there is a party",English,"""167449563""","Cheers for Parties",party_on_cheers,"""What's happening at the Massive Online parTAY channel on Cheers. Currently the  beer,pizza,wine,BBQ,games,darts,dessert, and humor channels.""",Non-Verified,https://twitter.com/party_on_cheers,1365,1508,"16-Jul-2010 16:33:48"
"""1372343857950646277""",https://twitter.com/blogchef3/status/1372343857950646277,"18-Mar-2021 00:27:27","""RT @mobolet: Get your #Hawaiian #Pizza 🍕 @tlaxiacos2016 11:30a-1:30p Good Samaritan Medical Center #SanJose. See 📷 menu, review, chat with…""",ReTweet,"""""",0,0,"Swiss Deli,London",English,"""1289140079164702722""",BlogChef,blogchef3,"""A great to place to find all delicious recipes at https://t.co/hCWnRoL9NH""",Non-Verified,https://twitter.com/blogchef3,279,155,"31-Jul-2020 10:05:47"
"""1372343506488938499""",https://twitter.com/eVisitorGuide/status/1372343506488938499,"18-Mar-2021 00:26:03","""The place for #pizza and calzones in #StLouis is @PWPizza!  Fresh ingredients &amp; plenty of options including #vegetarian, #vegan and #glutenfree. Also nice #beer &amp; #wine selection. https://t.co/Ip5bOlDeTC #STL #travel #foodie https://t.co/hZ4wXnSRDu""",Tweet,"""SimplyCast""",1,0,"CHI, MKE, STL & Nashville",English,"""63791823""",eVisitorGuide,eVisitorGuide,"""FREE, curated, mobile-friendly city visitor guides. Everything you need to explore a destination in the palm of your hand!""",Non-Verified,https://twitter.com/eVisitorGuide,754,806,"07-Aug-2009 18:19:02"
"""1372343222572302338""",https://twitter.com/Backtoyouphoto/status/1372343222572302338,"18-Mar-2021 00:24:55","""Old Scratch! #pizza #beer #dayton #oldscratchpizza #ohio #cauliflower @ Old Scratch Pizza https://t.co/5S5nAMm8S2""",Tweet,"""Instagram""",0,0,"Dayton, OH",English,"""758376723180195841""","The Ghost in you",Backtoyouphoto,"""Everyone shall sit under his vine and under his fig tree, And no one shall make them afraid.""",Non-Verified,https://twitter.com/Backtoyouphoto,61,324,"27-Jul-2016 19:01:15"
"""1372341505591889920""",https://twitter.com/101oscar125/status/1372341505591889920,"18-Mar-2021 00:18:06","""RT @eatsandthecity: @CAULIPOWER is my new fav! #cauliflowerpizza #pizza #cauliflower #eatsandthecity https://t.co/iHkXHby3GT""",ReTweet,"""Twitter for iPhone""",3,0,"アルブレヒト城 サーバールーム",English,"""1082245836556259330""",ウルトラ宮前犬,101oscar125,"""コンスに美味しいものをあげましょう""",Non-Verified,https://twitter.com/101oscar125,188,480,"07-Jan-2019 12:01:29"
"""1372341354747990018""",https://twitter.com/CaptainExtreme/status/1372341354747990018,"18-Mar-2021 00:17:30","""RT @Extreme_Pizza: Thirsty Thursday is back at Extreme Pizza #Brentwood CA with brews from @fortpointbeer Join us March 18th for Animal IPA…""",ReTweet,"""Twitter Web App""",1,0,"San Francisco",English,"""28630976""","Rush Everest",CaptainExtreme,"""Extreme, not mainstream. Life is too short for mediocrity! Customer service for @Extreme_Pizza""",Non-Verified,https://twitter.com/CaptainExtreme,984,460,"03-Apr-2009 19:18:26"
"""1372341295604064256""",https://twitter.com/Extreme_Pizza/status/1372341295604064256,"18-Mar-2021 00:17:16","""Thirsty Thursday is back at Extreme Pizza #Brentwood CA with brews from @fortpointbeer Join us March 18th for Animal IPA and Villager IPA on our awesome patio, social distancing in place. See you all there, pouring starts at 4pm. #craftbeer #FortPoint #ThirstyThursday #pizza https://t.co/aAVrF3Wxqy""",Tweet,"""Twitter Web App""",1,1,"San Francisco, CA",English,"""142397402""","Extreme Pizza",Extreme_Pizza,"""Extreme Pizza Company.  Our philosophy is simple: Extreme. Not mainstream.  We are a Nationwide Pizza Company coming soon to a location near you!""",Non-Verified,https://twitter.com/Extreme_Pizza,1875,574,"10-May-2010 19:45:05"
"""1372340773673390082""",https://twitter.com/WalpoleHSLax/status/1372340773673390082,"18-Mar-2021 00:15:11","""RT @DowntownWalpole: Love Greek pizza and salad? Supreme Pizza, a long-established small business in downtown Walpole, Mass., serves them i…""",ReTweet,"""Twitter for iPhone""",3,0,"Walpole, MA (USA)",English,"""831184086""","Walpole High School Lacrosse",WalpoleHSLax,"""Walpole High School Lacrosse""",Non-Verified,https://twitter.com/WalpoleHSLax,915,475,"18-Sep-2012 14:36:40"
"""1372340731356979200""",https://twitter.com/BeerAndPizzaDay/status/1372340731356979200,"18-Mar-2021 00:15:01","""RT @frtcomix: A guilt-free eating #lifehack! ""Tested And Proven Effective"" Also works with #pizza, #beer &amp; anything else I want so get off…""",ReTweet,"""Beer and Pizza - Rewteet""",1,0,"Right here, baby.",English,"""4923786180""","Beer and Pizza Day!",BeerAndPizzaDay,"""Celebrated every October 9th, International Beer and Pizza Day pays homage to one of the most iconic food and drink combinations on the planet Earth.""",Non-Verified,https://twitter.com/BeerAndPizzaDay,4328,681,"18-Feb-2016 04:23:20"
"""1372339923588681731""",https://twitter.com/hilton_philip/status/1372339923588681731,"18-Mar-2021 00:11:49","""#Eastleigh #food #news 
Sorry but I fancy a #kebab #lamb #doner in #pita #bread with #salad &amp; garlic mayo yogurt n chili sauce and a kebab #pizza 
But I'm short of cash!
Luckily I got 4 pre prepared kebabs from #Raj #bishopstoke I will add some meat to cheap pizza from raj lol https://t.co/4UNR5W7fef""",Tweet,"""Twitter for iPad""",0,0,"Fair Oak, England",English,"""2778616972""","Philip Hilton yogi main",hilton_philip,"""#manager #socialmedia for #SassyVeZay #singer C/W #model #madonna #fan #artist fx #art #yogi #yogateacher #PTSD #writer #journalist #arnoldnelsontt #reggae""",Non-Verified,https://twitter.com/hilton_philip,3657,4999,"21-Sep-2014 05:08:32"
"""1372339528334073856""",https://twitter.com/PizzaDudeShares/status/1372339528334073856,"18-Mar-2021 00:10:15","""Look People
If you want Ham on your #pizza just say #Ham 
You're not impressing anyone asking for #CanadianBacon
🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕""",Tweet,"""Twitter for Android""",0,1,"California, USA",English,"""751962658006441989""","The Pizza Dude 😎 🍕",PizzaDudeShares,"""🍕CHAMPION🍕
I'm a dude that's been crowned by my customers as GREATEST Italian Food Distribution Engineer.
#pizzadelivery🍕 #pizzaislife🍕""",Non-Verified,https://twitter.com/PizzaDudeShares,32,394,"10-Jul-2016 02:14:03"
"""1372337996687536129""",https://twitter.com/frtcomix/status/1372337996687536129,"18-Mar-2021 00:04:09","""A guilt-free eating #lifehack! ""Tested And Proven Effective"" Also works with #pizza, #beer &amp; anything else I want so get off my back, conscience!

#healthhack #donut #donutsaremyweakness #HealthyLife https://t.co/ACOHF9OA1o""",Tweet,"""Twitter Web App""",1,0,"Los Angeles",English,"""1339351579057475585""","For Real Though comix",frtcomix,"""Stupid humor for smart people.  Webcomics & art""",Non-Verified,https://twitter.com/frtcomix,23,216,"16-Dec-2020 23:28:05"
"""1372337895403515904""",https://twitter.com/Lidositalian/status/1372337895403515904,"18-Mar-2021 00:03:45","""We are open for inside dinning, starting today, making  this  a very happy#StPatricksDay. #restaurants #dinner #lunch #lemongrove #sandiego #dinning #pizza #italian #delish https://t.co/IE2EnNAKrx""",Tweet,"""Twitter for iPad""",0,1,"Lemon Grove, Ca.",English,"""998619493""","Lidos Italian Foods",Lidositalian,"""Established 1955 Italian-American  restaurant, 7525 Broadway Lemon Grove, Lemon Grove, CA. Open 11:00am-8:30pm""",Non-Verified,https://twitter.com/Lidositalian,37,94,"09-Dec-2012 05:06:49"
"""1372337768957939713""",https://twitter.com/JaimyMetts/status/1372337768957939713,"18-Mar-2021 00:03:15","""Loving my Italy cup!❤️

#CupOfCoffee #cup #Italy #italia #beautifulitaly #follobackforfolloback #like #pizza #tazo #ciao https://t.co/P3a16yUCFM""",Tweet,"""Twitter for iPhone""",0,0,"North Carolina, USA",English,"""1232815457914302469""","Jaimy Metts",JaimyMetts,"""🇺🇸 I’m a pianist, violinist, and singer, and dancer🎙🎻🎹 🌟 Watch “Brahms Lullaby” here:""",Non-Verified,https://twitter.com/JaimyMetts,15,22,"26-Feb-2020 23:51:40"
"""1372337719687385089""",https://twitter.com/eVisitorGuide/status/1372337719687385089,"18-Mar-2021 00:03:03","""Enjoy #delicious #Italian cuisine at @OrsosRestaurant in @OldTownCHI! A local fave w/ #OldWorld charm. Tasty #pasta #chicken #fish #veal #pizza #wine &amp; the perfect #patio! https://t.co/Z9gxqA7OO9 #Chicago #travel #dining #foodie #onlyinChicago https://t.co/BLGix2BexP""",Tweet,"""SimplyCast""",0,0,"CHI, MKE, STL & Nashville",English,"""63791823""",eVisitorGuide,eVisitorGuide,"""FREE, curated, mobile-friendly city visitor guides. Everything you need to explore a destination in the palm of your hand!""",Non-Verified,https://twitter.com/eVisitorGuide,754,806,"07-Aug-2009 18:19:02"
"""1372337034287808518""",https://twitter.com/PittGuy247/status/1372337034287808518,"18-Mar-2021 00:00:20","""RT @TheBatmanPug: I didn’t believe in love at first sight until this evening 😍 #puglife #pizza https://t.co/g0zFj4Br08""",ReTweet,"""Twitter for iPad""",3,0,"East Coast",English,"""260996730""","Jerry Robert (JR)",PittGuy247,"""Far better it is to dare mighty things. Than to take rank with those poor, timid spirits who know neither victory nor defeat. The Rough Rider Teddy Roosevelt""",Non-Verified,https://twitter.com/PittGuy247,1162,2531,"05-Mar-2011 01:29:03"
"""1372336951026614275""",https://twitter.com/TheCannifornian/status/1372336951026614275,"18-Mar-2021 00:00:00","""We want to know! What's your go-to #munchie?!🍕🍟🍦
#thecannifornian #thecannifornianpodcast #gotomunchie #munchies #foodlover #junkfood #cannabiscommunity #cannabisculture #cannabisadvocate #hungry #munchiemeals #pizza #fries #snackin #favoritefood  #candy #icecream #gotmunchies https://t.co/4phR3LbVpY""",Tweet,"""Twitter Web App""",0,0,"California, USA",English,"""700811141803429889""","The Cannifornian",TheCannifornian,"""Covering California's cannabis and CBD scene with updates on culture, health, media, events, and more 💨 | 21+""",Non-Verified,https://twitter.com/TheCannifornian,3285,1312,"19-Feb-2016 22:36:11"
"""1372336247696453634""",https://twitter.com/alejand77764127/status/1372336247696453634,"17-Mar-2021 23:57:12","""Estamos tomando pedidos por #benavidezellis y al rededores, cualquier consulta comunique al numero presente en esta imagen... me ayudarían bastante si comparten ❤️❤️ #pedidos #benavidez #pizza #delivery #empanadas https://t.co/TmAOtl47cc""",Tweet,"""Twitter Web App""",0,0,,Spanish,"""1301562422113832962""",alejandro,alejand77764127,"""""",Non-Verified,https://twitter.com/alejand77764127,16,170,"03-Sep-2020 16:47:26"
"""1372336211843555328""",https://twitter.com/DineInNZ/status/1372336211843555328,"17-Mar-2021 23:57:04","""The most expensive pizza in the world costs a whopping $12,000! 😱

🍕 It's topped with 3 types of caviar, bufala mozzarella, lobster from Norway and Cilento, and pink Australian sea salt. And takes 72 HOURS to make! 

#Foodie #FoodFacts #Pizza #MostExpensiveFoods https://t.co/MGJHbADWFz""",Tweet,"""Sendible""",0,0,"Wellington, New Zealand",English,"""164072122""","Dine In New Zealand",DineInNZ,"""We make it easy to order food online from local takeaways & restaurants. Find information on 6K+ dining places throughout NZ. View menus, reviews, +more""",Non-Verified,https://twitter.com/DineInNZ,660,835,"08-Jul-2010 00:03:32"
"""1372334922564837378""",https://twitter.com/williamjavier73/status/1372334922564837378,"17-Mar-2021 23:51:56","""📷 En donde te “llenen” de amor! Ahí es!! 🥰🤤 Enamorado por tus detalles ♥️ . . . . . . . . . . • • • #pizza #pizzaitaliana #pizzeria #fornoalegna #impasto #italianfood #pomodoro #mozzarella #foodblog #foodblogger #foodoftheday #photooftheday... https://t.co/LzNCMs0M8a""",Tweet,"""Tumblr""",0,0,"Ambato, Ecuador",Spanish,"""327108882"""," williamjavier",williamjavier73,"""Master en Informática | Certificado por Google & IAB Spain en Marketing Digital | Diseñador Gráfico | Dir. Gral en Kreactiva digital media | #art & #advertising""",Non-Verified,https://twitter.com/williamjavier73,140,24,"01-Jul-2011 00:51:15"
"""1372333718778486785""",https://twitter.com/_4nn0suk_/status/1372333718778486785,"17-Mar-2021 23:47:09","""ホワイトアスパラガス、生ハム、
半熟玉子、モッツァレラ、
仕上げに白トリュフオイル

間違いなく美味しいやつです。

何も考えずに食べて下さい。

口の中で幸せが広がるのを
是非楽しんで欲しいから。
＃pizza
＃primavera https://t.co/yYUQCjJivm""",Tweet,"""Twitter for iPhone""",0,2,Kurakuen.Nishinomiya.Hyogo.Jp,Japanese,"""308578225""",Pizzeriaしんのすけ,_4nn0suk_,"""Cucina Italiano Cuoco☁︎ 1981.0221.B.Nishinomiya.Hyogo.Japan★Pizzeria shinnosuke Dal 2015☆owner chef Pizzaiolo❤︎vera pizza! 兵庫県西宮市川添町7-12 1F 0798-81-5221""",Non-Verified,https://twitter.com/_4nn0suk_,42,119,"31-May-2011 17:02:27"
"""1372332665714708487""",https://twitter.com/LauPinedaHrd/status/1372332665714708487,"17-Mar-2021 23:42:58","""RT @derechupete: Cómo preparar una auténtica masa de pizza casera, al estilo italiano. Receta de una masa de pizza muy elástica, finita y q…""",ReTweet,"""Twitter for Android""",5,0,,Spanish,"""1191358182800670721""","Lau Pineda",LauPinedaHrd,"""""",Non-Verified,https://twitter.com/LauPinedaHrd,241,206,"04-Nov-2019 14:15:28"
"""1372332298587287554""",https://twitter.com/IH_1066/status/1372332298587287554,"17-Mar-2021 23:41:31","""Finished product off the @BigGreenEgg it's crazy how much better this is than an oven. #pizza #BigGreenEgg #StPatricksDay https://t.co/JuAcyzro6N""",Reply,"""Twitter for iPhone""",0,1,"Minnesota, USA",English,"""846298850""","Jesse W Wiant",IH_1066,"""Mosaic TSM MN/SD. Packers fan and owner!! These are my thoughts and do not represent my employers thoughts or opinions.""",Non-Verified,https://twitter.com/IH_1066,205,435,"25-Sep-2012 22:03:47"
"""1372330267935965191""",https://twitter.com/renragmub/status/1372330267935965191,"17-Mar-2021 23:33:27","""Absolutely Delicious Food
Ask for Chanda, She Is Awesome!!
#Pizza #Cheeseburger #FrenchFries 
@smokymountainbrewery https://t.co/9wQT7nz4bh""",Tweet,"""Instagram""",0,1,"North Carolina, USA",English,"""1172153976713863171""","Michael Bumgarner",renragmub,"""Married to H.B. I'm a Photographer
I don't do Hangouts, not giving out my phone number. I'm here to tweet, follow, retweet and have fun doing these things....✝️""",Non-Verified,https://twitter.com/renragmub,107,171,"12-Sep-2019 14:24:34"
"""1372329621971173377""",https://twitter.com/franxfile/status/1372329621971173377,"17-Mar-2021 23:30:53","""Se puede ser más #weon que comprar #pizza pre cocida y olvidarte y acabar comiendo pan con🥑
Será pa mañana pues https://t.co/snbOhcvAOs""",Tweet,"""Twitter for Android""",0,0,"Santiago de Chile",Spanish,"""179692436""",Fℜ∂nXfiLƸ👽,franxfile,"""ＣＬ ❥Pelao 🎸""",Non-Verified,https://twitter.com/franxfile,141,247,"17-Aug-2010 22:30:24"
"""1372329477678714881""",https://twitter.com/FoxsDenPub/status/1372329477678714881,"17-Mar-2021 23:30:18","""☘️Happy Saint Patrick’s Day!!!☘️

🍕Come celebrate tonight at the Den with a Saint Patrick Pizza and your favorite beers!🍺

📸: St. Patrick #Pizza - caraway dijon ricotta, gruyere, sauerkraut, scallions, shredded corned beef, housemade thousand island. #SaintPatricksDay https://t.co/a2Bi7ADJtI""",Tweet,"""Hootsuite Inc.""",0,1,"179 B Main St. Annapolis MD",English,"""862247256""","Fox's Den",FoxsDenPub,"""The Premier Gastropub in Annapolis. 5-10PM Wed-Fri & Mon 4-10PM Sat 12:30-8:30 Sun. 443-808-8991 Monday is $12 Pizza Night. Must be 21+ to follow.""",Non-Verified,https://twitter.com/FoxsDenPub,1977,1739,"05-Oct-2012 00:23:33"
"""1372329427376431113""",https://twitter.com/MrcioAcampos/status/1372329427376431113,"17-Mar-2021 23:30:06","""Vamos de Pizza 🍕 #pizza #fornoalenha #top em Aracaju, Brazil https://t.co/z5YSiqbTjV""",Tweet,"""Instagram""",0,0,"Aracaju, Brazil",Portuguese,"""727263781609431040""","Márcio Campos",MrcioAcampos,"""Vivendo intensamente cada momento dessa bela vida. Carpe Diem""",Non-Verified,https://twitter.com/MrcioAcampos,183,2460,"02-May-2016 22:29:32"
"""1372329060915896326""",https://twitter.com/turion2001/status/1372329060915896326,"17-Mar-2021 23:28:39","""RT @blogTO: Take a look inside Toronto's family-run frozen kosher pizza factory 🍕 #Toronto #Kosher #Pizza https://t.co/e7mL1YcXuu""",ReTweet,"""Twitter Web App""",2,0,ON+NY+FL,English,"""4590666759""",Taro🏡🌳,turion2001,"""Proud to be Cantonese, @UManAlumni, @CSIGlobalEd, @OfficialFPCan, semi-retired 🍑🍇🍎🧀🍕🍣🎄🎉🎊🎋🎏🎐🎗️🌱🌳🌴☘️🌺🌻🍁""",Non-Verified,https://twitter.com/turion2001,275,86,"24-Dec-2015 15:57:19"
"""1372328537139593216""",https://twitter.com/Prof_Creativity/status/1372328537139593216,"17-Mar-2021 23:26:34","""Tonight's #sens game #pizza features peppers and onions fried in garlic-chili oil. I'm calling it the stinker. https://t.co/1BPugCF7Ac""",Tweet,"""Twitter for Android""",0,4,"Toronto, Ontario",English,"""316676259""","Brandon McFarlane",Prof_Creativity,"""Professor of Creativity | Toronto #PublicArt Commission | Reviewer of #canlit | Follow for #toronto #creativity #innovation stories""",Non-Verified,https://twitter.com/Prof_Creativity,1094,250,"13-Jun-2011 20:08:59"
"""1372328501605507081""",https://twitter.com/ingare_rev/status/1372328501605507081,"17-Mar-2021 23:26:26","""RT @The46thOfficial: Sometimes, it's good to take a break out of sight...

#UE4 #indiedev #indiegame #IndieGameDev #The46th #madewithUE4 #U…""",ReTweet,"""INGARE""",44,0,Internet,English,"""3837382332""","INGARE 🎮",ingare_rev,"""Follow for the latest news in #gaming and #indiedev. Promoting #indie #gamedev​s and #indiegaming. Review copies are welcome in DM. RTs by bot.""",Non-Verified,https://twitter.com/ingare_rev,6470,1890,"09-Oct-2015 14:58:39"
"""1372328047320436740""",https://twitter.com/GameJawns/status/1372328047320436740,"17-Mar-2021 23:24:37","""RT @The46thOfficial: Sometimes, it's good to take a break out of sight...

#UE4 #indiedev #indiegame #IndieGameDev #The46th #madewithUE4 #U…""",ReTweet,"""Twitter Web App""",44,0,"Athens, Ohio",English,"""1187168236368023552""","Game Jawns",GameJawns,"""A Podcast All About Games! 

❤ Supporting Indie Devs ❤

Open for Promos, Collabs, Sponsors, Interviews, & Guests!

Wanna Learn More? ➟ https://t.co/MIGs50GY56""",Non-Verified,https://twitter.com/GameJawns,1251,2073,"24-Oct-2019 00:46:25"
"""1372326809098932226""",https://twitter.com/GapDeals/status/1372326809098932226,"17-Mar-2021 23:19:42","""80% off #Pastry #Pizza #Roller 

Clip the Extra 80% off Coupon under the listed price
No promo code needed

https://t.co/obzXX2cETe

😍 While Supplies Last 💯

👌Like, Retweet and Follow for More #Deals #ad 😲""",Tweet,"""Gap Bot""",0,0,DreamVille,English,"""62353315""","Gap Deals",GapDeals,"""Provider of #Deals. Need a deal, DM or email Deals@GapDeals.net. 中文. Tweets contain affiliate links.""",Non-Verified,https://twitter.com/GapDeals,807,1128,"02-Aug-2009 21:21:06"
"""1372326657944649734""",https://twitter.com/CalzoneSanto/status/1372326657944649734,"17-Mar-2021 23:19:06","""Carranza#1045 #SanLuisPotosí #SantoCalzone #CucinaItaliana #ItalianFood #Pizza #Terraza https://t.co/jv6DxLgXmV https://t.co/WCMJT7xsUa""",Tweet,"""Twitter for Android""",0,2,"San Luis Potosí, México",Spanish,"""1056942129920991232""","Santo Calzone",CalzoneSanto,"""Restaurante de comida Italiana""",Non-Verified,https://twitter.com/CalzoneSanto,158,833,"29-Oct-2018 16:13:35"
"""1372326335599742983""",https://twitter.com/PizzaHutPa/status/1372326335599742983,"17-Mar-2021 23:17:49","""¡Cuando se trata de pizza todos quieren llegar a tiempo a casa! Pide la tuya llamando al 236-1111, haz tu pedido en https://t.co/fyMQWs4TR4 (Link en bio) o visítanos 🍕🙌🏻 #Pizza #Panamá #PizzaHut #Love https://t.co/c6rZxZEluQ""",Tweet,"""Twitter for Android""",0,0,Panama,Spanish,"""267964113""","Pizza Hut Panamá",PizzaHutPa,"""El Gusto de estar Juntos... y a partir de ahora, también estaremos juntos en #Twitter! Bienvenidos a la cuenta oficial de #PizzaHut en #Panama""",Non-Verified,https://twitter.com/PizzaHutPa,27329,655,"17-Mar-2011 22:15:36"
"""1372326304377417741""",https://twitter.com/LeonardoSobroza/status/1372326304377417741,"17-Mar-2021 23:17:42","""Pizza de sardinha... 😋🤤
#InstaFood #Pizza #Sardinha
#MasterCheff #Cozinheiro
#HomemNaCozinha 
#SouPraCasar em Jardim São Pedro https://t.co/Gp7Jd9oX3n""",Tweet,"""Instagram""",0,0,"Porto Alegre, Brazil",Portuguese,"""384639622""","Leonardo Sobroza",LeonardoSobroza,"""😎😎😎""",Non-Verified,https://twitter.com/LeonardoSobroza,2213,217,"04-Oct-2011 01:55:13"
"""1372326285331025920""",https://twitter.com/MerchantMediaCo/status/1372326285331025920,"17-Mar-2021 23:17:37","""RT @850Degrees: Sharing is caring 🤗 and our 16 inch pies are the perfect size for 2 💙 PS, did you know if you order any of our pizzas in a…""",ReTweet,"""Merchant Media Bot""",2,0,"Carnegie, VIC, AU, 3163",English,"""1087983274402766848""","Merchant Media",MerchantMediaCo,"""Helping #smallbusiness grow and reach more customers online with #Websites, Premium #DomainNames and state-of-the-art #DigitalMarketing tools & solutions.""",Non-Verified,https://twitter.com/MerchantMediaCo,1786,762,"23-Jan-2019 08:00:01"
"""1372325890055663616""",https://twitter.com/eVisitorGuide/status/1372325890055663616,"17-Mar-2021 23:16:03","""Include @PizzeriaDue in your #Chicago plans! This is a ""must do"" on any visit. Home to the original #DeepDish #pizza. Just off @TheMagMile in River North. Near everything and open late! https://t.co/d5gXb7A4ay #oneofakind #budgettravel #mustdo  #sightseeing #foodie https://t.co/0WA2HWB6Nt""",Tweet,"""SimplyCast""",0,0,"CHI, MKE, STL & Nashville",English,"""63791823""",eVisitorGuide,eVisitorGuide,"""FREE, curated, mobile-friendly city visitor guides. Everything you need to explore a destination in the palm of your hand!""",Non-Verified,https://twitter.com/eVisitorGuide,754,806,"07-Aug-2009 18:19:02"
